Age,Gender,Annual_Income,Employment_Status,Education_Level,Marital_Status,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loan,Property_Area,Loan_Status
33,Female,755556,Salaried,Not Graduate,Single,0,1592445,120,643,No,Urban,1
51,Female,497186,Unemployed,Graduate,Married,3,139257,36,670,No,Semiurban,0
34,Female,1567191,Salaried,Graduate,Single,4,1543637,360,332,No,Urban,0
40,Male,1400374,Unemployed,Graduate,Married,1,810872,36,673,No,Urban,1
38,Male,1530831,Salaried,Graduate,Single,0,797750,24,477,No,Rural,1
49,Male,387103,Unemployed,Graduate,Married,2,162024,240,311,No,Semiurban,0
26,Female,1967618,Self-Employed,Graduate,Married,4,1433137,60,755,No,Rural,1
52,Male,839925,Unemployed,Graduate,Single,0,578010,240,548,No,Rural,1
49,Female,239242,Salaried,Graduate,Single,2,70077,120,747,No,Semiurban,1
63,Male,1573924,Self-Employed,Not Graduate,Single,0,1179444,60,869,No,Rural,1
22,Male,1197146,Unemployed,Graduate,Single,4,1873016,24,303,No,Rural,0
43,Female,1352532,Salaried,Graduate,Single,3,1750294,60,535,No,Urban,0
39,Male,734326,Salaried,Graduate,Married,3,1335176,120,472,No,Rural,0
51,Female,1780650,Salaried,Graduate,Single,2,1373949,24,621,No,Semiurban,1
25,Female,1046068,Unemployed,Graduate,Married,3,385482,60,670,Yes,Urban,0
39,Male,910330,Salaried,Graduate,Married,4,767039,360,847,No,Rural,1
54,Female,985726,Salaried,Graduate,Married,2,1579429,12,595,No,Rural,0
30,Female,883375,Salaried,Not Graduate,Single,0,454655,36,699,No,Semiurban,1
45,Male,315250,Salaried,Not Graduate,Single,1,1101174,240,357,No,Rural,0
22,Male,672820,Self-Employed,Graduate,Single,0,666585,24,829,Yes,Semiurban,1
31,Female,412678,Salaried,Graduate,Single,4,62741,12,847,No,Rural,1
51,Male,972564,Self-Employed,Graduate,Single,2,1167936,120,707,Yes,Rural,1
35,Female,448254,Unemployed,Not Graduate,Single,0,1397008,36,812,No,Semiurban,0
29,Female,1912690,Salaried,Graduate,Married,2,182321,240,363,No,Urban,1
43,Male,1000012,Self-Employed,Graduate,Single,3,204042,24,873,No,Semiurban,1
39,Male,1614261,Salaried,Graduate,Married,1,65565,36,719,No,Urban,1
29,Male,1524736,Self-Employed,Graduate,Married,4,1417715,180,445,No,Urban,0
55,Male,196233,Salaried,Not Graduate,Single,0,789354,360,571,Yes,Semiurban,0
41,Female,1396356,Self-Employed,Graduate,Single,1,1674520,180,316,Yes,Semiurban,0
29,Female,601448,Salaried,Graduate,Single,4,1668629,24,397,No,Rural,0
48,Male,898810,Salaried,Graduate,Single,4,1755950,24,751,Yes,Rural,1
27,Male,1153941,Self-Employed,Graduate,Single,3,775840,60,542,Yes,Urban,0
36,Female,256311,Salaried,Not Graduate,Single,2,280324,36,778,No,Rural,1
36,Female,1757273,Self-Employed,Not Graduate,Married,2,164794,180,500,No,Semiurban,1
53,Female,1969095,Salaried,Graduate,Married,1,683275,240,772,No,Urban,1
24,Female,1600530,Self-Employed,Graduate,Married,3,457228,180,478,Yes,Rural,0
24,Male,646246,Salaried,Graduate,Married,4,1882995,36,807,Yes,Rural,0
59,Female,179709,Self-Employed,Graduate,Married,3,1332644,180,752,No,Semiurban,1
60,Female,1832185,Salaried,Graduate,Married,3,369642,240,569,No,Semiurban,1
37,Male,1198939,Salaried,Graduate,Single,1,905208,12,533,No,Rural,1
57,Female,1995366,Salaried,Graduate,Single,2,173675,360,785,Yes,Urban,1
59,Female,644829,Self-Employed,Graduate,Single,3,1160287,180,877,Yes,Urban,1
49,Male,546456,Salaried,Graduate,Married,3,92530,360,637,Yes,Semiurban,1
56,Male,1663993,Self-Employed,Not Graduate,Married,3,260339,180,747,No,Semiurban,1
58,Male,195689,Self-Employed,Graduate,Married,0,563207,120,883,Yes,Semiurban,1
59,Female,1462656,Salaried,Not Graduate,Single,3,461234,12,656,No,Rural,1
57,Female,1048704,Self-Employed,Graduate,Single,3,702524,60,348,Yes,Rural,0
55,Male,1813938,Salaried,Graduate,Single,4,1902924,24,795,No,Semiurban,1
27,Male,325037,Salaried,Not Graduate,Married,0,1138952,240,645,Yes,Urban,0
47,Female,358606,Self-Employed,Graduate,Married,3,947145,180,592,No,Semiurban,0
48,Male,1199458,Self-Employed,Not Graduate,Married,3,690416,240,449,Yes,Semiurban,0
42,Male,1612016,Self-Employed,Graduate,Single,1,770406,60,881,No,Urban,1
34,Male,929110,Salaried,Graduate,Married,1,1288390,60,844,No,Urban,1
27,Female,1324441,Salaried,Graduate,Single,0,1708430,12,559,Yes,Urban,0
57,Female,1179516,Salaried,Graduate,Single,4,1437845,240,621,No,Urban,0
42,Female,1846609,Self-Employed,Graduate,Single,0,1710383,24,376,No,Rural,1
25,Female,1622617,Salaried,Graduate,Single,0,62437,120,409,No,Rural,1
22,Female,1662532,Self-Employed,Graduate,Single,1,112146,60,846,No,Semiurban,1
47,Female,178885,Salaried,Graduate,Single,1,77618,120,722,No,Rural,1
41,Male,1893992,Salaried,Graduate,Single,4,1280415,24,693,Yes,Semiurban,1
58,Female,546419,Salaried,Graduate,Married,3,59705,24,534,Yes,Semiurban,1
35,Female,865601,Salaried,Graduate,Single,4,1811082,360,629,No,Urban,0
41,Male,545460,Salaried,Graduate,Married,3,269288,12,624,No,Urban,1
30,Female,510466,Self-Employed,Not Graduate,Single,2,917344,240,450,Yes,Rural,0
43,Female,1182833,Self-Employed,Not Graduate,Single,1,1412470,36,845,No,Rural,1
59,Male,1529339,Salaried,Graduate,Single,2,534172,240,331,Yes,Rural,0
25,Male,171584,Salaried,Not Graduate,Married,2,1667243,180,571,No,Rural,0
21,Male,1993529,Salaried,Graduate,Single,1,102682,12,667,No,Urban,1
33,Female,1903953,Self-Employed,Not Graduate,Single,2,245785,240,791,No,Urban,1
41,Male,969973,Salaried,Not Graduate,Married,0,1204470,120,615,Yes,Rural,1
46,Female,703351,Unemployed,Not Graduate,Married,3,237991,360,889,No,Semiurban,1
41,Female,1268844,Salaried,Graduate,Married,4,110384,240,887,No,Urban,1
38,Female,930594,Salaried,Graduate,Married,1,1229088,12,871,No,Urban,1
57,Female,1849082,Unemployed,Graduate,Single,0,887560,24,896,Yes,Urban,1
52,Male,1578926,Salaried,Not Graduate,Single,4,1119859,360,667,No,Urban,1
56,Male,1656744,Self-Employed,Graduate,Married,4,1672370,60,379,No,Rural,0
37,Female,1946990,Salaried,Not Graduate,Single,4,1337749,360,471,No,Rural,0
55,Male,1369211,Salaried,Graduate,Married,2,1807561,360,557,No,Semiurban,0
31,Female,320824,Salaried,Not Graduate,Married,2,1789899,180,578,No,Urban,0
41,Female,900593,Self-Employed,Graduate,Married,2,1341820,180,803,Yes,Rural,1
46,Female,1594359,Self-Employed,Graduate,Single,2,190251,36,857,No,Rural,1
24,Male,1607913,Salaried,Graduate,Married,0,930872,24,790,No,Urban,1
54,Female,750699,Unemployed,Graduate,Single,2,573743,180,884,No,Rural,1
38,Female,1308452,Salaried,Graduate,Single,1,1991657,360,865,No,Rural,1
60,Male,1396729,Salaried,Not Graduate,Single,4,1591002,180,636,Yes,Rural,0
55,Male,834500,Salaried,Graduate,Married,0,1110531,60,820,No,Semiurban,1
61,Male,814687,Salaried,Graduate,Single,2,1868008,120,625,No,Rural,0
49,Male,1138167,Salaried,Not Graduate,Married,4,450414,120,471,No,Urban,0
49,Female,173331,Unemployed,Graduate,Single,0,1558948,120,383,No,Urban,0
58,Male,173004,Salaried,Not Graduate,Single,4,1405308,12,823,No,Urban,0
62,Female,1437017,Salaried,Not Graduate,Single,0,454982,120,780,No,Rural,1
41,Male,1055675,Salaried,Graduate,Married,3,1195202,120,843,No,Semiurban,1
62,Male,1602284,Self-Employed,Graduate,Married,0,1807506,12,717,No,Rural,1
33,Male,598013,Self-Employed,Graduate,Married,2,906306,360,638,No,Urban,1
61,Male,339167,Salaried,Not Graduate,Married,4,1802615,360,619,No,Semiurban,0
37,Male,1081253,Salaried,Graduate,Single,4,427261,360,603,Yes,Semiurban,1
29,Male,1811908,Salaried,Graduate,Single,4,972805,60,571,No,Rural,1
61,Female,1994053,Salaried,Not Graduate,Married,1,1769080,24,413,No,Urban,0
21,Male,432260,Salaried,Graduate,Married,1,457000,180,706,No,Rural,1
22,Male,692955,Salaried,Not Graduate,Married,2,642247,36,325,No,Urban,0
49,Male,1535777,Salaried,Not Graduate,Married,3,1631136,180,536,Yes,Semiurban,0
53,Male,1797069,Salaried,Graduate,Single,1,1231221,360,609,No,Rural,1
30,Female,1225878,Salaried,Not Graduate,Married,0,1122995,360,532,Yes,Semiurban,0
60,Male,1603075,Unemployed,Not Graduate,Married,2,787699,120,848,Yes,Urban,1
41,Male,1360583,Unemployed,Graduate,Single,3,541986,120,564,No,Semiurban,1
48,Male,746822,Self-Employed,Graduate,Married,0,98555,240,312,No,Semiurban,0
31,Male,1948278,Salaried,Graduate,Single,4,186248,180,795,No,Semiurban,1
54,Female,1361272,Salaried,Graduate,Married,1,1265809,360,615,Yes,Rural,1
28,Male,1212016,Salaried,Not Graduate,Single,0,768800,180,683,No,Urban,1
42,Female,523145,Self-Employed,Graduate,Married,3,1861997,240,615,No,Semiurban,0
28,Male,1507221,Salaried,Graduate,Married,2,1812798,120,555,Yes,Semiurban,1
35,Female,544485,Self-Employed,Graduate,Married,0,1220658,360,740,No,Semiurban,1
37,Female,944300,Unemployed,Graduate,Married,2,720524,12,414,Yes,Semiurban,0
43,Male,835611,Salaried,Not Graduate,Married,4,520974,360,598,No,Urban,1
44,Male,490053,Self-Employed,Not Graduate,Single,3,1608515,12,423,No,Urban,0
39,Female,1807387,Salaried,Graduate,Married,3,599667,12,555,No,Rural,1
25,Female,844089,Salaried,Graduate,Single,1,1320837,36,346,No,Urban,0
52,Male,690022,Salaried,Graduate,Single,3,1051056,24,762,No,Urban,1
64,Female,1896365,Salaried,Graduate,Single,0,330512,120,649,No,Semiurban,1
21,Female,1370985,Self-Employed,Graduate,Single,0,1842977,60,422,No,Rural,0
43,Female,1632117,Salaried,Graduate,Married,0,1524563,180,330,No,Rural,0
57,Male,495744,Salaried,Not Graduate,Married,4,1556742,180,354,No,Semiurban,0
28,Female,1993441,Self-Employed,Graduate,Married,3,1269893,120,452,No,Rural,1
33,Female,657173,Self-Employed,Not Graduate,Married,3,1727166,120,755,Yes,Urban,0
28,Female,814471,Salaried,Graduate,Single,0,673194,120,585,Yes,Rural,1
43,Male,1826850,Self-Employed,Graduate,Single,1,1666191,180,335,No,Semiurban,0
63,Male,1836647,Self-Employed,Not Graduate,Single,1,1800390,240,555,Yes,Rural,0
21,Female,1410231,Salaried,Graduate,Married,3,930219,120,477,No,Rural,0
44,Male,1665412,Salaried,Not Graduate,Married,3,566596,180,847,No,Rural,1
55,Female,1870389,Salaried,Graduate,Married,2,1800677,24,553,No,Semiurban,1
44,Male,1939780,Self-Employed,Graduate,Married,3,606265,60,807,No,Urban,1
37,Male,582184,Self-Employed,Not Graduate,Single,0,1360032,12,320,No,Rural,0
25,Female,1359725,Self-Employed,Graduate,Married,4,56714,240,374,Yes,Urban,1
40,Male,389654,Salaried,Not Graduate,Married,3,156680,60,759,No,Urban,1
41,Male,577991,Salaried,Not Graduate,Single,3,913669,120,477,No,Urban,0
60,Male,1387792,Salaried,Graduate,Single,0,1506683,60,681,Yes,Rural,1
51,Female,1375745,Salaried,Graduate,Married,2,1593347,120,336,Yes,Urban,0
56,Male,960935,Self-Employed,Graduate,Married,3,626587,60,419,Yes,Rural,0
31,Male,808139,Self-Employed,Graduate,Single,1,1556959,36,300,Yes,Rural,0
35,Female,1023272,Salaried,Not Graduate,Married,1,1950132,360,610,Yes,Rural,0
39,Male,1330403,Salaried,Graduate,Single,1,1978060,60,507,No,Urban,0
27,Male,451407,Salaried,Graduate,Single,4,1925920,360,453,No,Rural,0
48,Male,467231,Salaried,Not Graduate,Married,4,951174,12,614,No,Semiurban,0
63,Male,725770,Salaried,Graduate,Single,3,518668,12,606,Yes,Semiurban,0
25,Male,272989,Salaried,Not Graduate,Married,3,1167022,240,803,No,Semiurban,1
25,Female,1609192,Salaried,Graduate,Married,3,1313438,60,819,No,Rural,1
50,Female,976547,Salaried,Not Graduate,Married,4,111516,180,396,No,Semiurban,0
52,Male,426393,Salaried,Graduate,Married,3,1748087,360,789,No,Rural,1
28,Male,1967119,Salaried,Graduate,Single,0,487466,180,306,No,Rural,1
30,Male,1114329,Self-Employed,Graduate,Married,2,1790052,180,311,No,Rural,0
58,Female,784649,Salaried,Graduate,Married,1,1182097,60,813,No,Urban,1
52,Female,449850,Unemployed,Not Graduate,Single,1,465367,180,648,Yes,Semiurban,0
48,Male,1559761,Salaried,Graduate,Married,0,962105,24,306,No,Rural,0
37,Male,191139,Salaried,Not Graduate,Married,3,1694230,60,799,No,Semiurban,1
51,Female,789207,Salaried,Graduate,Married,4,1273945,12,774,Yes,Semiurban,1
28,Male,921965,Salaried,Graduate,Married,3,1663752,360,823,No,Urban,1
60,Female,453446,Self-Employed,Graduate,Single,3,368339,240,356,No,Semiurban,1
45,Female,1424332,Salaried,Graduate,Single,1,920442,180,889,No,Rural,1
29,Male,1548558,Unemployed,Graduate,Married,1,776376,36,885,Yes,Rural,1
22,Female,1135663,Self-Employed,Graduate,Single,4,1304627,180,532,Yes,Semiurban,0
35,Male,814006,Salaried,Not Graduate,Single,1,1596466,12,329,No,Semiurban,0
23,Male,1867479,Salaried,Graduate,Single,3,235406,24,666,No,Urban,1
56,Male,1948432,Self-Employed,Graduate,Single,0,672762,60,355,No,Rural,0
24,Male,1195716,Salaried,Graduate,Married,4,1752850,180,309,No,Semiurban,0
34,Male,1876721,Self-Employed,Graduate,Single,0,642633,36,446,No,Semiurban,1
61,Male,1014785,Salaried,Not Graduate,Married,3,1745481,360,663,No,Rural,1
61,Female,1549712,Salaried,Graduate,Married,4,1256578,240,898,No,Semiurban,1
45,Female,987860,Salaried,Graduate,Single,0,1157693,12,552,No,Urban,1
30,Female,1746641,Salaried,Graduate,Married,4,859527,240,552,No,Semiurban,1
41,Female,207939,Self-Employed,Graduate,Single,3,1831418,240,742,Yes,Semiurban,0
56,Male,1644818,Salaried,Graduate,Married,4,1102567,36,639,No,Urban,1
32,Female,173548,Self-Employed,Graduate,Married,3,73519,360,815,No,Urban,1
47,Female,606437,Salaried,Graduate,Single,4,863089,120,652,No,Urban,0
60,Female,1848413,Salaried,Graduate,Married,4,837258,12,622,No,Rural,1
22,Male,583917,Salaried,Not Graduate,Single,1,223697,120,439,No,Semiurban,0
33,Female,594503,Salaried,Graduate,Married,3,1967057,36,744,No,Semiurban,0
52,Male,287799,Salaried,Not Graduate,Married,2,1640665,60,394,No,Urban,0
51,Female,915820,Salaried,Graduate,Single,4,473062,60,852,No,Rural,1
36,Male,331789,Self-Employed,Not Graduate,Single,0,89566,60,719,Yes,Urban,1
52,Male,575643,Salaried,Graduate,Single,1,1777093,240,813,Yes,Semiurban,1
52,Female,1870628,Salaried,Graduate,Married,1,209435,120,449,No,Rural,1
54,Male,1754489,Self-Employed,Graduate,Single,4,1491514,240,852,No,Rural,1
31,Male,584352,Self-Employed,Graduate,Single,2,972640,60,650,No,Semiurban,1
30,Female,1837745,Salaried,Graduate,Single,1,763297,240,415,No,Rural,1
35,Female,1644201,Salaried,Graduate,Single,3,591709,24,536,Yes,Rural,0
37,Female,952009,Self-Employed,Graduate,Married,4,306080,12,569,No,Urban,0
60,Male,1545875,Self-Employed,Graduate,Married,4,1355806,12,590,No,Rural,1
38,Male,261776,Salaried,Graduate,Married,2,128027,360,733,Yes,Urban,1
29,Male,1035678,Salaried,Not Graduate,Married,3,581834,240,308,Yes,Rural,0
45,Female,1956860,Self-Employed,Graduate,Married,3,383583,360,774,No,Urban,1
60,Male,932119,Salaried,Graduate,Married,2,1800559,36,821,No,Urban,1
34,Male,663624,Unemployed,Graduate,Single,0,852838,180,836,Yes,Rural,0
45,Male,362803,Salaried,Graduate,Married,3,442353,120,310,No,Urban,0
42,Male,308761,Self-Employed,Graduate,Single,0,1370545,12,626,No,Semiurban,0
50,Male,1865090,Salaried,Not Graduate,Single,0,1039327,240,894,No,Semiurban,1
40,Male,647873,Salaried,Graduate,Single,4,291569,120,575,No,Rural,1
41,Male,507092,Self-Employed,Graduate,Single,4,1094583,36,669,No,Rural,0
64,Female,171341,Salaried,Graduate,Married,1,346317,60,789,Yes,Rural,1
52,Female,509698,Salaried,Graduate,Married,4,1360112,180,644,Yes,Semiurban,0
41,Female,1404329,Salaried,Not Graduate,Married,3,1416339,36,667,No,Rural,1
55,Male,458474,Salaried,Not Graduate,Single,3,1443834,24,610,No,Rural,0
52,Male,923429,Salaried,Graduate,Married,0,419215,60,784,No,Urban,1
50,Female,1548479,Self-Employed,Graduate,Married,3,346518,60,314,No,Rural,0
59,Male,873776,Salaried,Graduate,Married,4,1029217,60,303,No,Semiurban,0
32,Female,1979003,Salaried,Graduate,Married,4,1795347,36,675,Yes,Semiurban,0
61,Male,1547527,Salaried,Graduate,Married,4,1425088,24,668,No,Rural,1
38,Male,969745,Self-Employed,Not Graduate,Married,2,1893324,180,764,Yes,Semiurban,0
41,Female,459044,Self-Employed,Graduate,Single,3,553166,120,832,No,Urban,1
33,Female,228840,Salaried,Graduate,Single,1,846988,36,436,Yes,Urban,0
41,Female,1364343,Salaried,Graduate,Married,3,977562,12,662,Yes,Rural,1
28,Female,311297,Unemployed,Not Graduate,Single,3,678842,12,515,Yes,Rural,0
60,Female,1022504,Salaried,Graduate,Single,2,281059,36,667,No,Urban,1
27,Male,199156,Self-Employed,Not Graduate,Married,3,1517274,120,416,Yes,Urban,0
43,Male,358281,Self-Employed,Graduate,Single,0,1143070,12,478,No,Rural,1
64,Male,237453,Self-Employed,Graduate,Married,4,992509,120,545,No,Semiurban,0
52,Female,1881765,Salaried,Not Graduate,Single,4,921103,60,427,No,Rural,0
31,Female,1148412,Self-Employed,Not Graduate,Married,2,532640,36,657,No,Rural,1
42,Female,175938,Self-Employed,Graduate,Single,4,1131057,60,377,No,Rural,0
42,Female,209164,Self-Employed,Graduate,Single,0,1126977,12,592,No,Rural,0
63,Female,597746,Salaried,Not Graduate,Single,2,614719,120,381,No,Rural,0
45,Female,873559,Salaried,Graduate,Single,1,376603,60,641,No,Rural,1
42,Male,734570,Salaried,Graduate,Married,4,1451193,12,637,No,Rural,0
48,Male,1508521,Salaried,Not Graduate,Single,3,173311,240,877,No,Semiurban,1
49,Male,552681,Self-Employed,Graduate,Married,0,1347058,24,395,No,Rural,0
33,Male,1464046,Salaried,Graduate,Married,0,1743191,60,444,No,Urban,1
38,Male,1881530,Salaried,Graduate,Single,4,784042,24,876,No,Rural,1
22,Female,1314395,Salaried,Graduate,Single,1,1063141,24,820,No,Semiurban,1
49,Female,1465483,Self-Employed,Graduate,Married,3,1044293,180,696,Yes,Urban,1
41,Female,631873,Unemployed,Graduate,Single,1,491720,360,656,Yes,Rural,0
35,Female,291900,Salaried,Graduate,Married,1,446439,12,485,No,Rural,0
47,Female,1508308,Salaried,Graduate,Single,4,514193,36,842,No,Urban,1
51,Female,947653,Salaried,Graduate,Married,3,289198,120,450,Yes,Rural,0
35,Male,554427,Self-Employed,Graduate,Single,4,90149,240,618,No,Semiurban,1
43,Female,687857,Self-Employed,Not Graduate,Single,4,1635727,12,358,No,Rural,0
44,Female,1426542,Unemployed,Graduate,Married,0,939920,180,309,No,Semiurban,0
64,Female,187860,Salaried,Not Graduate,Married,4,1259212,180,423,No,Rural,0
33,Female,352630,Unemployed,Graduate,Married,2,794984,240,655,No,Urban,0
42,Male,1721801,Salaried,Not Graduate,Single,3,1645363,60,645,No,Semiurban,1
63,Male,818875,Self-Employed,Graduate,Single,0,1337267,120,536,No,Rural,0
57,Female,745983,Salaried,Graduate,Single,3,1355704,180,632,No,Rural,1
53,Male,403078,Self-Employed,Not Graduate,Single,0,401362,36,316,No,Urban,0
23,Male,916887,Salaried,Not Graduate,Married,2,606420,12,723,No,Urban,1
39,Female,518893,Self-Employed,Graduate,Married,4,1224848,36,623,No,Semiurban,0
43,Female,1154731,Self-Employed,Not Graduate,Single,0,709893,60,322,Yes,Semiurban,0
49,Female,1354552,Salaried,Graduate,Single,0,788322,360,758,Yes,Semiurban,1
50,Female,865295,Salaried,Not Graduate,Single,0,392240,12,759,No,Rural,1
59,Female,1142652,Self-Employed,Graduate,Married,2,1526201,60,820,No,Rural,1
64,Male,1204212,Salaried,Graduate,Married,3,1573253,120,856,No,Semiurban,1
45,Female,411578,Salaried,Graduate,Single,2,1359661,120,720,No,Rural,1
57,Female,1537849,Salaried,Graduate,Married,0,60633,360,702,No,Urban,1
28,Female,433816,Self-Employed,Not Graduate,Single,0,1547999,36,630,Yes,Rural,0
62,Male,1990820,Salaried,Graduate,Single,4,1280183,36,756,No,Semiurban,1
36,Female,1426269,Salaried,Graduate,Married,2,1063165,120,782,No,Rural,1
28,Female,671393,Salaried,Graduate,Married,2,840428,24,797,No,Urban,1
21,Female,1199230,Salaried,Graduate,Married,1,181086,120,326,Yes,Semiurban,0
64,Male,728921,Self-Employed,Graduate,Married,3,1047935,240,696,No,Semiurban,1
25,Female,1215719,Unemployed,Graduate,Single,1,838106,12,487,No,Semiurban,0
23,Female,730222,Self-Employed,Not Graduate,Married,1,481083,240,439,No,Semiurban,0
21,Female,1528054,Salaried,Graduate,Married,3,1577329,60,820,No,Rural,1
24,Male,777751,Unemployed,Graduate,Married,4,631539,120,391,Yes,Urban,0
60,Female,275851,Salaried,Not Graduate,Married,4,761069,120,376,No,Rural,0
55,Female,703375,Salaried,Graduate,Single,3,432306,360,543,No,Rural,1
52,Female,816978,Unemployed,Not Graduate,Single,3,198936,360,387,No,Semiurban,0
62,Male,944878,Self-Employed,Not Graduate,Married,2,1387041,180,593,No,Urban,1
54,Female,461011,Self-Employed,Graduate,Married,2,1253730,60,394,No,Rural,0
63,Female,594244,Self-Employed,Graduate,Single,2,1085238,180,552,No,Urban,0
45,Female,308272,Salaried,Graduate,Single,2,1138707,60,850,No,Urban,1
30,Male,376179,Salaried,Graduate,Married,0,252565,240,698,Yes,Urban,1
41,Male,1024506,Self-Employed,Not Graduate,Single,0,185282,12,353,No,Urban,0
59,Female,1915401,Salaried,Graduate,Single,4,1343728,60,542,No,Rural,1
47,Male,1701292,Salaried,Graduate,Single,0,825519,36,409,Yes,Urban,1
47,Male,1416084,Self-Employed,Graduate,Single,0,1738527,360,520,Yes,Rural,1
22,Male,1841286,Self-Employed,Graduate,Married,2,1032090,120,863,Yes,Urban,1
61,Female,500036,Salaried,Graduate,Single,2,920037,360,461,No,Urban,0
33,Female,1418207,Self-Employed,Not Graduate,Single,3,609139,60,334,No,Rural,0
29,Male,532188,Self-Employed,Graduate,Married,2,863297,12,336,Yes,Semiurban,0
56,Male,189148,Self-Employed,Graduate,Married,3,920038,60,669,Yes,Rural,0
42,Male,1350346,Salaried,Graduate,Married,3,185230,120,476,No,Urban,1
62,Female,585686,Salaried,Not Graduate,Single,0,171497,24,820,Yes,Rural,1
46,Female,635287,Salaried,Graduate,Married,2,1418572,60,574,No,Urban,0
32,Male,1910399,Salaried,Not Graduate,Single,0,1410059,36,404,No,Rural,0
37,Male,445901,Salaried,Graduate,Married,2,937518,360,455,No,Rural,0
34,Male,228012,Salaried,Not Graduate,Single,0,857004,120,635,No,Rural,1
34,Male,1063475,Salaried,Graduate,Married,0,1274117,12,325,No,Semiurban,0
54,Female,1137751,Unemployed,Graduate,Married,0,1966069,240,595,Yes,Rural,0
40,Male,206116,Salaried,Graduate,Single,4,241933,240,836,No,Rural,1
31,Female,294233,Self-Employed,Graduate,Married,0,1641320,120,654,No,Semiurban,0
36,Male,1230728,Self-Employed,Graduate,Married,1,892235,180,368,Yes,Semiurban,0
51,Male,256379,Salaried,Graduate,Married,1,1426353,24,626,No,Urban,1
26,Male,1425481,Unemployed,Graduate,Married,1,780379,12,450,No,Urban,0
39,Male,1219412,Self-Employed,Graduate,Married,3,1613285,24,876,Yes,Rural,1
57,Male,371439,Salaried,Not Graduate,Single,0,1659096,240,619,No,Urban,0
24,Female,1385296,Self-Employed,Graduate,Single,1,117323,24,751,No,Rural,1
24,Male,1355979,Salaried,Not Graduate,Married,3,1991075,36,869,No,Semiurban,1
40,Male,1340411,Self-Employed,Graduate,Married,1,1513580,360,411,No,Semiurban,0
30,Male,1005876,Salaried,Graduate,Single,2,1066491,240,761,No,Rural,1
44,Female,767397,Self-Employed,Graduate,Single,4,1901100,60,661,No,Urban,0
55,Female,1348835,Salaried,Graduate,Married,0,1886140,36,502,Yes,Urban,0
46,Female,1341605,Self-Employed,Not Graduate,Single,4,783210,36,786,No,Urban,1
57,Female,547595,Salaried,Graduate,Married,4,1333829,180,779,No,Rural,1
58,Male,756306,Self-Employed,Not Graduate,Married,2,1317766,36,303,No,Urban,0
41,Male,1845940,Self-Employed,Not Graduate,Married,2,1753888,12,428,No,Semiurban,0
60,Male,1881041,Salaried,Graduate,Married,2,1355651,60,325,No,Semiurban,0
59,Female,1592669,Self-Employed,Not Graduate,Single,3,1851708,60,326,No,Semiurban,0
41,Male,1902289,Salaried,Graduate,Single,1,299596,240,341,No,Semiurban,1
30,Male,1938521,Self-Employed,Not Graduate,Single,0,325212,12,882,Yes,Semiurban,1
58,Female,1544028,Salaried,Not Graduate,Married,2,229598,36,363,No,Semiurban,1
24,Female,1643359,Self-Employed,Graduate,Single,0,1550750,36,324,No,Semiurban,0
40,Female,470057,Self-Employed,Not Graduate,Married,0,165729,24,371,No,Semiurban,0
37,Male,676925,Salaried,Graduate,Married,0,126593,240,781,No,Semiurban,1
27,Male,615994,Salaried,Graduate,Single,2,1153617,240,567,No,Rural,1
24,Female,978457,Salaried,Graduate,Married,2,1853094,24,394,No,Rural,0
49,Male,1960853,Self-Employed,Graduate,Married,1,1333690,180,694,Yes,Semiurban,1
34,Female,906547,Salaried,Graduate,Married,2,375516,120,663,Yes,Semiurban,1
23,Female,511652,Salaried,Not Graduate,Single,2,1690426,24,614,Yes,Semiurban,0
44,Male,756752,Self-Employed,Graduate,Married,0,928531,60,416,No,Urban,0
57,Female,1489462,Salaried,Graduate,Single,1,1686910,360,463,Yes,Rural,1
36,Female,686119,Self-Employed,Graduate,Married,4,1071173,12,876,No,Semiurban,1
24,Female,263768,Salaried,Graduate,Single,2,1981466,36,605,No,Rural,0
44,Male,921271,Salaried,Not Graduate,Married,2,1236737,120,499,No,Semiurban,0
54,Female,1545812,Self-Employed,Not Graduate,Single,4,853055,24,479,No,Urban,0
50,Female,1027311,Salaried,Not Graduate,Single,0,886073,240,657,Yes,Semiurban,1
38,Female,1062969,Salaried,Graduate,Married,1,1372763,120,551,No,Rural,0
39,Female,1114266,Self-Employed,Graduate,Married,0,1165148,12,598,Yes,Rural,1
51,Female,779112,Salaried,Not Graduate,Married,3,1031640,360,729,No,Rural,1
39,Female,1166462,Unemployed,Not Graduate,Married,2,1579844,12,303,Yes,Rural,0
39,Female,1287317,Unemployed,Graduate,Single,3,1185276,240,553,No,Semiurban,0
42,Male,1217406,Salaried,Graduate,Married,2,107061,120,878,No,Urban,1
44,Male,1515764,Salaried,Not Graduate,Single,3,1216533,120,866,No,Urban,1
32,Female,1010380,Self-Employed,Not Graduate,Married,4,842554,180,395,No,Semiurban,0
50,Male,219202,Salaried,Graduate,Single,2,883778,120,466,Yes,Semiurban,0
58,Male,449189,Salaried,Not Graduate,Single,2,1617226,36,630,No,Rural,0
51,Female,367394,Self-Employed,Graduate,Single,3,1326970,360,361,No,Semiurban,0
56,Male,1709049,Salaried,Graduate,Married,1,950425,360,473,No,Urban,1
39,Female,1400699,Self-Employed,Graduate,Married,3,459366,360,552,No,Semiurban,1
